0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1.0,-23.0,1.0,0.0,1.0,46.0,-34.0,-47.0,-1.0,-34.0,7.0,31.0,-34.0,7.0,9.0,14.0,23.0,14.0,-16.0,-54.0,12.0,-112.0,43.0,-156.0,38.0,-35.4,-8.4,103.0
1.0,-26.0,-10.0,-49.0,-10.0,-63.0,0.0,-77.0,-21.0,-75.0,-14.0,-69.0,1.0,-31.0,-13.0,-32.0,-4.0,11.0,6.0,-43.0,-15.0,-72.0,1.0,-135.0,27.0,-55.4,-5.2,104.0
1.0,-66.0,9.0,-68.0,11.0,-97.0,13.0,-74.0,8.0,-69.0,-1.0,-100.0,7.0,-73.0,18.0,-77.0,15.0,-40.0,17.0,-83.0,15.0,-42.0,10.0,-9.0,-12.0,-69.6,3.8,105.0
1.0,-96.0,-2.0,-114.0,7.0,-130.0,84.0,-34.0,6.0,-66.0,17.0,-110.0,88.0,-106.0,8.0,-99.0,-11.0,-166.0,7.0,-59.0,11.0,-47.0,-16.0,7.0,6.0,-63.8,-4.0,106.0
1.0,-68.0,-5.0,-62.0,6.0,-14.0,100.0,-52.0,-8.0,-84.0,7.0,-24.0,115.0,-61.0,2.0,-118.0,29.0,-211.0,30.0,-55.0,-1.0,-23.0,10.0,11.0,0.0,-54.6,-4.2,107.0
1.0,-80.0,9.0,-88.0,30.0,-54.0,-16.0,-85.0,9.0,-77.0,29.0,-55.0,-16.0,-89.0,1.0,-60.0,1.0,4.0,-6.0,-86.0,3.0,-87.0,6.0,-42.0,35.0,-74.8,1.2,108.0
1.0,-45.0,-1.0,-36.0,-22.0,-65.0,-116.0,-42.0,6.0,-28.0,-11.0,-57.0,-117.0,-44.0,-5.0,-35.0,-10.0,6.0,-12.0,-36.0,-1.0,-91.0,2.0,-168.0,-22.0,-49.0,-3.6,109.0
1.0,-51.0,-3.0,-54.0,13.0,-32.0,91.0,-53.0,-4.0,-55.0,2.0,-34.0,92.0,-27.0,2.0,-12.0,-6.0,-6.0,14.0,-39.0,0.0,-56.0,-3.0,-148.0,-7.0,-51.0,-2.2,110.0
1.0,-88.0,-2.0,-82.0,-14.0,-94.0,72.0,-43.0,-14.0,-66.0,-16.0,-79.0,59.0,-97.0,0.0,-72.0,-8.0,-29.0,14.0,-72.0,2.0,-45.0,-9.0,-9.0,-9.0,-39.8,6.8,111.0
1.0,-63.0,-6.0,-53.0,-16.0,-68.0,-182.0,-3.0,-11.0,34.0,-39.0,-28.0,-181.0,-67.0,-8.0,-103.0,-12.0,-172.0,-32.0,-28.0,-13.0,-10.0,-15.0,7.0,3.0,-26.4,5.0,112.0
1.0,-47.0,-5.0,-45.0,-5.0,-27.0,-32.0,-3.0,3.0,42.0,14.0,158.0,-28.0,-31.0,-16.0,-40.0,-24.0,-81.0,-59.0,-8.0,-14.0,3.0,-11.0,1.0,26.0,-24.0,5.2,113.0
1.0,-46.0,5.0,-34.0,-26.0,-13.0,-35.0,-32.0,17.0,-33.0,16.0,-5.0,17.0,-5.0,-17.0,23.0,-36.0,56.0,-33.0,-7.0,-4.0,-7.0,-24.0,-29.0,-33.0,-31.8,13.0,114.0
1.0,17.0,14.0,2.0,7.0,-7.0,-11.0,-28.0,7.0,-47.0,-7.0,-48.0,9.0,2.0,-1.0,10.0,5.0,-18.0,3.0,-8.0,-3.0,29.0,20.0,-9.0,-10.0,16.4,4.2,115.0
1.0,69.0,2.0,82.0,3.0,135.0,11.0,-10.0,1.0,-10.0,4.0,-34.0,-28.0,37.0,-3.0,17.0,11.0,2.0,15.0,13.0,1.0,21.0,14.0,129.0,24.0,56.0,-9.8,116.0
1.0,79.0,-10.0,78.0,-8.0,88.0,8.0,60.0,-12.0,54.0,-6.0,73.0,5.0,71.0,0.0,47.0,4.0,15.0,-9.0,51.0,-8.0,37.0,-11.0,13.0,-8.0,66.8,-7.0,117.0
1.0,69.0,6.0,80.0,21.0,46.0,10.0,69.0,8.0,77.0,15.0,54.0,6.0,80.0,21.0,129.0,28.0,128.0,40.0,76.0,25.0,63.0,22.0,14.0,5.0,60.2,0.2,118.0
1.0,67.0,-3.0,61.0,-4.0,80.0,1.0,32.0,2.0,48.0,-2.0,60.0,-5.0,51.0,14.0,100.0,27.0,227.0,16.0,18.0,3.0,0.0,13.0,-1.0,-11.0,44.4,-15.6,119.0
1.0,69.0,-2.0,67.0,-3.0,77.0,2.0,72.0,-8.0,57.0,6.0,68.0,1.0,77.0,1.0,57.0,-1.0,35.0,1.0,65.0,6.0,51.0,8.0,21.0,11.0,64.0,7.4,120.0
1.0,69.0,5.0,88.0,4.0,91.0,6.0,65.0,8.0,82.0,1.0,85.0,14.0,70.0,12.0,62.0,-8.0,1.0,1.0,78.0,11.0,83.0,-6.0,71.0,48.0,59.2,5.8,121.0
1.0,40.0,-9.0,42.0,-12.0,33.0,-15.0,59.0,-5.0,65.0,-9.0,52.0,-18.0,29.0,-16.0,-6.0,-19.0,-1.0,-3.0,66.0,-20.0,120.0,-10.0,207.0,-25.0,54.0,-3.8,122.0
1.0,34.0,-7.0,11.0,12.0,-47.0,14.0,109.0,-3.0,127.0,23.0,78.0,214.0,68.0,-11.0,30.0,6.0,14.0,6.0,90.0,-1.0,75.0,5.0,95.0,-10.0,65.8,-0.4,123.0
1.0,53.0,8.0,42.0,8.0,50.0,21.0,89.0,1.0,58.0,-19.0,60.0,-32.0,42.0,17.0,62.0,12.0,42.0,20.0,55.0,11.0,38.0,-9.0,-3.0,7.0,59.8,5.0,124.0
1.0,6.0,8.0,-3.0,22.0,-11.0,20.0,28.0,-11.0,29.0,-4.0,40.0,-126.0,-8.0,4.0,-3.0,0.0,44.0,6.0,9.0,-4.0,-9.0,2.0,14.0,1.0,11.0,3.0,125.0
1.0,-33.0,-12.0,-5.0,-15.0,-9.0,-14.0,-46.0,3.0,-51.0,-11.0,-29.0,-53.0,-17.0,-4.0,-3.0,-3.0,-16.0,-1.0,-26.0,4.0,-5.0,-3.0,-2.0,-7.0,-53.6,-2.8,126.0
1.0,-38.0,-16.0,-30.0,-16.0,-30.0,-13.0,-66.0,-2.0,-44.0,-3.0,-57.0,1.0,-39.0,-6.0,-39.0,-1.0,-4.0,-2.0,-53.0,-10.0,-47.0,-9.0,5.0,1.0,-66.0,-11.4,127.0
1.0,21.0,15.0,0.0,3.0,-28.0,15.0,-62.0,4.0,-87.0,-4.0,-148.0,4.0,1.0,3.0,-35.0,13.0,7.0,-1.0,-42.0,3.0,-109.0,13.0,-114.0,-20.0,-37.8,-6.0,128.0
1.0,-37.0,5.0,-26.0,9.0,-60.0,65.0,-44.0,5.0,-55.0,15.0,-86.0,75.0,-22.0,5.0,3.0,3.0,2.0,-2.0,-44.0,5.0,-70.0,4.0,-175.0,12.0,-39.4,-0.2,129.0
1.0,-61.0,2.0,-98.0,10.0,-67.0,88.0,-75.0,0.0,-123.0,0.0,-85.0,97.0,-61.0,0.0,-37.0,1.0,-16.0,7.0,-73.0,1.0,-36.0,-3.0,-21.0,-17.0,-69.4,11.0,130.0
1.0,-63.0,3.0,-95.0,15.0,-51.0,3.0,-71.0,3.0,-92.0,31.0,-46.0,10.0,-84.0,0.0,-88.0,-1.0,-112.0,17.0,-71.0,-1.0,-58.0,-6.0,2.0,8.0,-60.4,2.0,131.0
1.0,-53.0,-4.0,-31.0,-4.0,-32.0,-31.0,-50.0,-2.0,-35.0,-17.0,-38.0,-36.0,-55.0,9.0,-109.0,12.0,-217.0,-1.0,-56.0,7.0,-9.0,8.0,4.0,4.0,-50.4,-2.2,132.0
1.0,-81.0,8.0,-64.0,7.0,-62.0,-8.0,-65.0,10.0,-49.0,14.0,-58.0,-6.0,-76.0,0.0,-70.0,-5.0,-45.0,-25.0,-58.0,4.0,-50.0,2.0,-6.0,6.0,-67.8,0.4,133.0
1.0,-117.0,-14.0,-108.0,-20.0,-149.0,-101.0,-31.0,1.0,-15.0,0.0,-9.0,44.0,-60.0,-12.0,-41.0,-11.0,-5.0,-7.0,-19.0,2.0,-62.0,-2.0,-87.0,8.0,-64.6,4.8,134.0
1.0,-30.0,-9.0,-47.0,-18.0,-29.0,-27.0,16.0,-11.0,53.0,-25.0,27.0,-80.0,-27.0,-6.0,-2.0,-3.0,-14.0,8.0,-4.0,-12.0,9.0,-4.0,-48.0,-12.0,-3.4,4.2,135.0
1.0,44.0,17.0,71.0,13.0,91.0,-3.0,46.0,-13.0,43.0,-9.0,118.0,-96.0,11.0,3.0,0.0,-16.0,6.0,1.0,12.0,-5.0,19.0,-17.0,29.0,-7.0,66.4,0.2,136.0
1.0,57.0,-8.0,37.0,-14.0,22.0,-3.0,57.0,-9.0,56.0,-9.0,57.0,-4.0,47.0,-4.0,21.0,3.0,-20.0,4.0,52.0,-4.0,46.0,13.0,13.0,-2.0,70.6,-2.4,137.0
1.0,61.0,14.0,95.0,0.0,150.0,-13.0,-9.0,21.0,-15.0,16.0,-23.0,0.0,74.0,0.0,121.0,-19.0,134.0,-66.0,28.0,-1.0,31.0,-15.0,8.0,-18.0,29.4,0.2,138.0
1.0,68.0,-12.0,77.0,-9.0,97.0,7.0,19.0,-3.0,28.0,5.0,38.0,0.0,49.0,-9.0,99.0,15.0,185.0,22.0,20.0,-5.0,-1.0,13.0,-12.0,6.0,39.4,-7.4,139.0
1.0,74.0,0.0,66.0,-5.0,23.0,-25.0,99.0,6.0,84.0,-3.0,72.0,-5.0,82.0,2.0,48.0,-4.0,17.0,-18.0,104.0,2.0,65.0,10.0,27.0,20.0,77.4,10.4,140.0
1.0,38.0,10.0,33.0,18.0,40.0,8.0,68.0,7.0,77.0,25.0,134.0,101.0,50.0,10.0,31.0,-8.0,-28.0,12.0,80.0,15.0,152.0,-9.0,187.0,6.0,54.4,3.8,141.0
1.0,58.0,-14.0,55.0,-9.0,41.0,2.0,92.0,-9.0,125.0,-10.0,9.0,103.0,68.0,-8.0,14.0,3.0,28.0,5.0,62.0,-10.0,78.0,2.0,166.0,4.0,75.6,-9.0,142.0
1.0,80.0,6.0,66.0,9.0,54.0,24.0,82.0,-3.0,64.0,3.0,59.0,37.0,67.0,8.0,83.0,10.0,37.0,13.0,76.0,4.0,54.0,0.0,4.0,-10.0,80.4,0.4,143.0
1.0,44.0,1.0,28.0,4.0,43.0,-7.0,39.0,1.0,41.0,-3.0,41.0,-26.0,36.0,5.0,79.0,-3.0,146.0,-18.0,28.0,4.0,4.0,1.0,18.0,5.0,46.8,-1.8,144.0
1.0,26.0,-8.0,48.0,-15.0,48.0,-20.0,32.0,5.0,43.0,1.0,38.0,21.0,41.0,-1.0,79.0,-13.0,90.0,-10.0,49.0,-1.0,8.0,-14.0,-10.0,0.0,21.6,-2.0,145.0
1.0,6.0,-13.0,25.0,-3.0,57.0,3.0,45.0,1.0,49.0,-1.0,130.0,-212.0,50.0,-18.0,-9.0,-8.0,-15.0,16.0,65.0,-12.0,114.0,-14.0,79.0,0.0,3.4,13.2,146.0
1.0,-4.0,4.0,-14.0,0.0,-54.0,-4.0,14.0,2.0,18.0,-19.0,29.0,-28.0,-15.0,-6.0,3.0,-9.0,32.0,-11.0,-1.0,-6.0,28.0,-14.0,124.0,-43.0,-1.2,4.0,147.0
1.0,13.0,7.0,-2.0,8.0,-18.0,18.0,-27.0,8.0,-23.0,11.0,-55.0,-15.0,-3.0,7.0,2.0,4.0,-6.0,-28.0,-26.0,0.0,-93.0,1.0,-163.0,-49.0,-22.6,0.6,148.0
1.0,11.0,16.0,31.0,3.0,40.0,-11.0,-54.0,1.0,-73.0,-28.0,-132.0,-8.0,-29.0,1.0,-18.0,-3.0,7.0,5.0,-48.0,-2.0,-62.0,-5.0,-76.0,-2.0,-25.4,1.6,149.0
1.0,-3.0,10.0,-21.0,-1.0,-125.0,86.0,-75.0,-7.0,-109.0,-3.0,-201.0,87.0,-33.0,0.0,-53.0,3.0,-41.0,42.0,-74.0,0.0,-38.0,-12.0,16.0,-3.0,-57.2,7.2,150.0
1.0,-66.0,3.0,-102.0,22.0,-32.0,107.0,-73.0,2.0,-126.0,15.0,-34.0,108.0,-48.0,-2.0,-105.0,9.0,-195.0,7.0,-74.0,-5.0,-18.0,6.0,18.0,7.0,-62.8,-11.8,151.0
1.0,-75.0,-21.0,-89.0,19.0,-43.0,-32.0,-75.0,-11.0,-95.0,22.0,-50.0,-26.0,-66.0,0.0,-81.0,14.0,-67.0,15.0,-71.0,-3.0,-59.0,9.0,-19.0,8.0,-72.4,-14.0,152.0
1.0,-62.0,7.0,-58.0,-1.0,-63.0,18.0,-43.0,9.0,-32.0,13.0,-47.0,26.0,-68.0,17.0,-58.0,13.0,13.0,-4.0,-49.0,25.0,-132.0,26.0,-109.0,63.0,-44.6,-5.0,153.0
1.0,-10.0,-4.0,-18.0,-4.0,-28.0,4.0,-80.0,-15.0,-54.0,-11.0,-44.0,-3.0,-2.0,-2.0,31.0,-2.0,-19.0,-13.0,-61.0,-4.0,-64.0,6.0,-223.0,1.0,-55.4,-4.4,154.0
1.0,-51.0,3.0,-7.0,-23.0,-104.0,-61.0,-78.0,-6.0,-48.0,-32.0,-114.0,-69.0,-61.0,0.0,-46.0,9.0,-8.0,12.0,-59.0,-3.0,-46.0,2.0,-23.0,6.0,-67.8,4.0,155.0
1.0,-74.0,-1.0,-83.0,-6.0,-38.0,-107.0,-32.0,10.0,-38.0,1.0,-28.0,-109.0,-79.0,-1.0,-74.0,8.0,-67.0,28.0,-57.0,3.0,-40.0,9.0,3.0,3.0,-47.8,0.0,156.0
1.0,-115.0,-7.0,-75.0,2.0,-45.0,20.0,19.0,-6.0,22.0,-6.0,39.0,7.0,-95.0,19.0,-114.0,7.0,-196.0,-3.0,2.0,16.0,4.0,10.0,-2.0,19.0,-13.8,2.0,157.0
1.0,-79.0,-9.0,-92.0,-2.0,-74.0,-14.0,-29.0,-3.0,5.0,16.0,59.0,9.0,-53.0,-21.0,-56.0,-19.0,-30.0,-10.0,-34.0,-11.0,-15.0,-8.0,-9.0,1.0,-48.8,1.8,158.0
1.0,-43.0,1.0,-58.0,-1.0,-51.0,-10.0,-29.0,7.0,-26.0,14.0,-11.0,29.0,-19.0,5.0,4.0,-5.0,0.0,-2.0,-21.0,5.0,-23.0,2.0,-47.0,11.0,-32.6,6.2,159.0
1.0,38.0,0.0,43.0,-3.0,48.0,1.0,12.0,-5.0,-1.0,2.0,33.0,37.0,15.0,-2.0,5.0,2.0,1.0,7.0,6.0,4.0,17.0,17.0,51.0,30.0,37.4,-4.0,160.0
1.0,66.0,-2.0,91.0,0.0,117.0,11.0,53.0,4.0,84.0,10.0,9.0,99.0,66.0,2.0,49.0,10.0,9.0,-1.0,67.0,-1.0,49.0,-3.0,19.0,-10.0,68.8,-18.0,161.0
1.0,61.0,2.0,63.0,-5.0,63.0,0.0,40.0,-6.0,35.0,-12.0,54.0,-40.0,60.0,2.0,86.0,0.0,56.0,-3.0,43.0,1.0,44.0,-6.0,-4.0,-12.0,48.0,-2.2,162.0
1.0,53.0,1.0,42.0,-2.0,16.0,-11.0,49.0,6.0,38.0,5.0,29.0,68.0,46.0,3.0,99.0,0.0,227.0,-10.0,37.0,2.0,5.0,14.0,4.0,-3.0,43.4,3.2,163.0
1.0,66.0,-7.0,86.0,-9.0,116.0,-10.0,60.0,11.0,85.0,26.0,62.0,19.0,71.0,-2.0,58.0,3.0,40.0,-10.0,72.0,-1.0,51.0,10.0,19.0,16.0,49.4,9.2,164.0
1.0,61.0,15.0,58.0,6.0,86.0,19.0,51.0,7.0,49.0,10.0,39.0,22.0,51.0,8.0,15.0,-10.0,-25.0,12.0,52.0,3.0,99.0,-22.0,142.0,-16.0,60.4,8.8,165.0
1.0,49.0,-1.0,36.0,5.0,-14.0,-21.0,70.0,-6.0,72.0,-32.0,86.0,-31.0,58.0,-18.0,30.0,1.0,20.0,-15.0,68.0,-14.0,105.0,4.0,193.0,-7.0,69.2,1.8,166.0
1.0,82.0,6.0,69.0,14.0,45.0,25.0,100.0,-13.0,52.0,-18.0,144.0,-165.0,65.0,4.0,45.0,3.0,8.0,16.0,72.0,-1.0,55.0,-14.0,41.0,-26.0,90.6,2.4,167.0
1.0,74.0,11.0,78.0,5.0,120.0,-1.0,77.0,2.0,81.0,4.0,47.0,-18.0,69.0,6.0,100.0,-5.0,85.0,11.0,75.0,8.0,55.0,-2.0,8.0,14.0,91.6,3.0,168.0
1.0,21.0,-19.0,35.0,-15.0,12.0,-25.0,44.0,-3.0,59.0,-11.0,58.0,-20.0,46.0,-9.0,80.0,-38.0,172.0,-56.0,43.0,-16.0,8.0,-26.0,7.0,-5.0,21.0,2.2,169.0
1.0,-8.0,-7.0,-19.0,-15.0,-13.0,-11.0,22.0,16.0,44.0,7.0,59.0,6.0,15.0,-8.0,6.0,-5.0,1.0,5.0,38.0,1.0,68.0,-22.0,64.0,-31.0,-20.0,4.6,170.0
1.0,3.0,-2.0,-5.0,14.0,-13.0,11.0,1.0,5.0,22.0,15.0,-88.0,31.0,-9.0,-16.0,-3.0,-21.0,16.0,-27.0,-3.0,-17.0,10.0,-17.0,83.0,-53.0,-3.8,-0.4,171.0
1.0,-1.0,19.0,4.0,-4.0,-7.0,4.0,-26.0,10.0,-107.0,-11.0,-129.0,180.0,-6.0,15.0,-6.0,11.0,-12.0,1.0,-26.0,12.0,-70.0,5.0,-190.0,-33.0,-20.6,2.6,172.0
1.0,17.0,13.0,4.0,26.0,2.0,192.0,-73.0,-11.0,-100.0,-10.0,-55.0,-73.0,-32.0,-10.0,-32.0,0.0,-5.0,-1.0,-68.0,-11.0,-46.0,-13.0,2.0,-10.0,-59.8,0.2,173.0
1.0,-18.0,3.0,-61.0,-5.0,-53.0,5.0,-85.0,-3.0,-102.0,-1.0,-71.0,35.0,-27.0,-16.0,-55.0,-25.0,-83.0,-15.0,-76.0,-20.0,-54.0,-25.0,-2.0,-15.0,-63.2,-1.4,174.0
1.0,-52.0,-11.0,-56.0,4.0,-75.0,-15.0,-82.0,-12.0,-81.0,-9.0,-80.0,-22.0,-42.0,13.0,-97.0,39.0,-148.0,56.0,-63.0,8.0,-24.0,25.0,4.0,17.0,-61.6,-15.4,175.0
1.0,-98.0,-2.0,-90.0,2.0,-75.0,-6.0,-58.0,11.0,-60.0,18.0,-63.0,-6.0,-81.0,19.0,-66.0,23.0,-4.0,6.0,-76.0,23.0,-116.0,28.0,-55.0,53.0,-60.8,1.0,176.0
1.0,-18.0,4.0,6.0,1.0,-77.0,-138.0,-67.0,-5.0,-18.0,-17.0,-97.0,-152.0,-24.0,2.0,5.0,5.0,-18.0,-21.0,-52.0,2.0,-102.0,18.0,-229.0,17.0,-47.2,-1.2,177.0
1.0,-83.0,-11.0,-54.0,-45.0,8.0,-56.0,-64.0,-15.0,-38.0,-29.0,15.0,-50.0,-63.0,-19.0,-42.0,4.0,-2.0,4.0,-49.0,-15.0,-50.0,13.0,-101.0,22.0,-73.8,-5.4,178.0
1.0,-178.0,-1.0,-178.0,28.0,-198.0,71.0,-101.0,-2.0,-137.0,24.0,-177.0,76.0,-211.0,16.0,-246.0,19.0,-324.0,47.0,-133.0,12.0,-80.0,-7.0,-2.0,-3.0,-110.8,6.2,179.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0
