0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1.0,0.0,-83.0,3.0,-95.0,0.0,-112.0,44.0,-74.0,6.0,-81.0,11.0,-166.0,67.0,-82.0,11.0,-68.0,-2.0,0.0,-3.0,-74.0,9.0,-103.0,-9.0,-37.0,30.0,-84.8,4.6,106.0
1.0,0.0,-48.0,3.0,-48.0,4.0,-49.0,-38.0,-48.0,16.0,-66.0,27.0,-44.0,163.0,-36.0,6.0,-3.0,10.0,3.0,7.0,-37.0,11.0,-81.0,19.0,-217.0,-34.0,-50.8,-2.8,107.0
1.0,0.0,-45.0,4.0,-39.0,-6.0,-30.0,1.0,-63.0,-13.0,-67.0,-17.0,-28.0,-25.0,-57.0,-16.0,-31.0,-17.0,-5.0,-8.0,-63.0,-22.0,-64.0,-24.0,-93.0,-25.0,-43.6,-0.2,108.0
1.0,0.0,-73.0,0.0,-103.0,6.0,-135.0,24.0,-31.0,-7.0,-56.0,-1.0,-38.0,10.0,-86.0,-4.0,-128.0,-8.0,-85.0,33.0,-67.0,-8.0,-22.0,-6.0,-2.0,12.0,-41.2,7.6,109.0
1.0,0.0,-56.0,7.0,-37.0,3.0,-2.0,-32.0,-28.0,16.0,-10.0,9.0,-18.0,28.0,-40.0,3.0,-76.0,-5.0,-199.0,-60.0,-24.0,7.0,-10.0,-12.0,6.0,-10.0,-40.2,2.2,110.0
1.0,0.0,-80.0,-5.0,-90.0,-8.0,-51.0,-12.0,-71.0,-1.0,-39.0,0.0,-70.0,12.0,-43.0,-19.0,-22.0,-23.0,-12.0,-16.0,-44.0,-11.0,-11.0,-5.0,-10.0,3.0,-70.8,2.4,111.0
1.0,0.0,-67.0,-5.0,-79.0,-14.0,-119.0,-18.0,-63.0,14.0,-13.0,17.0,12.0,-62.0,-39.0,-5.0,-27.0,0.0,-9.0,-5.0,-29.0,10.0,-33.0,3.0,-31.0,-13.0,-63.8,7.4,112.0
1.0,0.0,-1.0,6.0,8.0,4.0,27.0,3.0,3.0,-6.0,-27.0,-6.0,78.0,-132.0,-2.0,7.0,-1.0,5.0,5.0,0.0,-13.0,3.0,-15.0,19.0,19.0,40.0,0.4,-0.4,113.0
1.0,0.0,68.0,2.0,82.0,7.0,101.0,0.0,47.0,-21.0,21.0,-27.0,-13.0,-30.0,48.0,4.0,28.0,3.0,-13.0,-1.0,33.0,-8.0,21.0,-5.0,4.0,-1.0,61.4,-10.0,114.0
1.0,0.0,78.0,2.0,95.0,-5.0,86.0,14.0,39.0,-3.0,25.0,9.0,39.0,-1.0,60.0,0.0,50.0,7.0,11.0,4.0,51.0,1.0,37.0,5.0,-2.0,-4.0,70.6,-5.8,115.0
1.0,0.0,70.0,-2.0,64.0,2.0,84.0,3.0,36.0,8.0,53.0,3.0,32.0,3.0,48.0,11.0,116.0,17.0,205.0,9.0,22.0,4.0,-9.0,21.0,1.0,3.0,49.4,-0.8,116.0
1.0,0.0,80.0,0.0,70.0,-7.0,61.0,-12.0,38.0,2.0,35.0,-4.0,8.0,-17.0,88.0,2.0,86.0,-3.0,99.0,1.0,70.0,3.0,58.0,-6.0,-4.0,4.0,80.6,-9.2,117.0
1.0,0.0,80.0,4.0,96.0,9.0,128.0,14.0,57.0,11.0,72.0,6.0,108.0,12.0,46.0,2.0,43.0,-7.0,-3.0,5.0,39.0,1.0,85.0,-9.0,68.0,38.0,70.4,6.4,118.0
1.0,0.0,40.0,-7.0,43.0,-9.0,34.0,-6.0,93.0,-5.0,92.0,25.0,71.0,4.0,56.0,-6.0,10.0,7.0,-8.0,9.0,93.0,-3.0,127.0,17.0,229.0,-17.0,49.0,-5.8,119.0
1.0,0.0,69.0,1.0,43.0,15.0,-7.0,14.0,89.0,-10.0,101.0,-16.0,71.0,189.0,69.0,6.0,65.0,18.0,24.0,3.0,80.0,8.0,45.0,4.0,49.0,6.0,70.4,0.2,120.0
1.0,0.0,45.0,2.0,51.0,12.0,55.0,14.0,49.0,4.0,42.0,3.0,39.0,-9.0,62.0,8.0,72.0,-2.0,100.0,13.0,47.0,9.0,41.0,-6.0,-12.0,-6.0,44.2,0.0,121.0
1.0,0.0,43.0,-3.0,36.0,-15.0,57.0,-10.0,26.0,3.0,45.0,2.0,46.0,8.0,39.0,-2.0,95.0,6.0,182.0,-6.0,29.0,-3.0,12.0,13.0,20.0,4.0,38.2,-2.4,122.0
1.0,0.0,67.0,-7.0,103.0,-8.0,92.0,-14.0,67.0,6.0,65.0,20.0,78.0,-7.0,68.0,6.0,54.0,-2.0,36.0,-12.0,71.0,4.0,33.0,9.0,12.0,5.0,53.4,0.6,123.0
1.0,0.0,44.0,0.0,52.0,-4.0,82.0,-1.0,47.0,7.0,63.0,10.0,40.0,44.0,44.0,-9.0,32.0,-15.0,-1.0,-2.0,57.0,-10.0,131.0,-13.0,151.0,-11.0,41.8,14.6,124.0
1.0,0.0,38.0,-4.0,-16.0,7.0,-31.0,1.0,91.0,-14.0,82.0,-32.0,70.0,-34.0,50.0,-7.0,3.0,-6.0,9.0,13.0,73.0,-5.0,94.0,-21.0,182.0,-12.0,66.8,1.0,125.0
1.0,0.0,69.0,20.0,56.0,34.0,-3.0,42.0,106.0,-9.0,77.0,-11.0,146.0,-201.0,59.0,5.0,44.0,13.0,25.0,12.0,83.0,2.0,50.0,-23.0,1.0,-4.0,85.0,3.2,126.0
1.0,0.0,41.0,1.0,69.0,-11.0,81.0,-4.0,27.0,4.0,43.0,-20.0,24.0,-27.0,20.0,2.0,34.0,-10.0,88.0,-2.0,14.0,-10.0,16.0,-7.0,13.0,-21.0,18.0,7.6,127.0
1.0,0.0,-2.0,-4.0,2.0,10.0,5.0,3.0,-25.0,6.0,-24.0,9.0,-11.0,5.0,-5.0,-2.0,-13.0,18.0,-37.0,13.0,-11.0,-2.0,-9.0,-7.0,1.0,0.0,-30.8,-6.2,128.0
1.0,0.0,-48.0,-11.0,-25.0,-22.0,-27.0,-5.0,-61.0,1.0,-51.0,5.0,-46.0,3.0,-38.0,-5.0,-26.0,-13.0,-37.0,1.0,-46.0,-1.0,-31.0,3.0,-6.0,-5.0,-57.6,-7.2,129.0
1.0,0.0,-50.0,-10.0,-79.0,4.0,-80.0,-10.0,-71.0,-5.0,-75.0,0.0,-120.0,30.0,-60.0,4.0,-49.0,7.0,-11.0,-15.0,-77.0,14.0,-74.0,26.0,-25.0,8.0,-45.4,-4.6,130.0
1.0,0.0,-25.0,7.0,-7.0,-4.0,-40.0,66.0,-52.0,3.0,-73.0,10.0,-169.0,109.0,-9.0,10.0,14.0,8.0,9.0,-5.0,-36.0,8.0,-125.0,11.0,-223.0,0.0,-43.6,-5.2,131.0
1.0,0.0,-49.0,11.0,-55.0,21.0,-43.0,131.0,-62.0,1.0,-108.0,11.0,-46.0,97.0,-53.0,0.0,-61.0,-8.0,-10.0,14.0,-61.0,-1.0,-60.0,0.0,-83.0,0.0,-51.2,-4.4,132.0
1.0,0.0,-49.0,3.0,-84.0,-2.0,-56.0,-20.0,-67.0,3.0,-84.0,-2.0,-64.0,-20.0,-81.0,4.0,-95.0,2.0,-159.0,-7.0,-80.0,6.0,-24.0,-6.0,11.0,-1.0,-55.6,5.8,133.0
1.0,0.0,-86.0,-5.0,-68.0,2.0,-75.0,-168.0,-45.0,-2.0,-49.0,-2.0,-57.0,-170.0,-68.0,1.0,-86.0,19.0,-97.0,8.0,-39.0,-4.0,-30.0,16.0,-10.0,11.0,-63.0,-1.4,134.0
1.0,0.0,-84.0,-4.0,-49.0,-14.0,-42.0,145.0,-87.0,-1.0,-42.0,-2.0,-49.0,153.0,-71.0,-13.0,-59.0,-4.0,-89.0,18.0,-76.0,-9.0,-58.0,-5.0,-9.0,2.0,-89.8,-7.2,135.0
1.0,0.0,-70.0,3.0,-87.0,-3.0,-100.0,-144.0,-52.0,6.0,-59.0,3.0,-43.0,-32.0,-58.0,17.0,-50.0,-4.0,22.0,-12.0,-56.0,20.0,-107.0,14.0,-100.0,36.0,-62.6,9.8,136.0
1.0,0.0,-59.0,-10.0,-60.0,-8.0,-59.0,-10.0,-45.0,-10.0,-65.0,-11.0,-101.0,63.0,-52.0,-7.0,-14.0,-2.0,-9.0,21.0,-44.0,-12.0,-83.0,-12.0,-222.0,-37.0,-51.4,-7.8,137.0
1.0,0.0,-33.0,12.0,-47.0,29.0,-30.0,12.0,-61.0,-6.0,-31.0,-13.0,-26.0,-195.0,-60.0,6.0,-61.0,2.0,-48.0,6.0,-69.0,4.0,-53.0,4.0,-3.0,-1.0,-34.8,8.2,138.0
1.0,0.0,-60.0,1.0,-60.0,-13.0,-84.0,-12.0,-7.0,-7.0,-2.0,-17.0,79.0,-37.0,-65.0,-18.0,-116.0,-22.0,-170.0,-43.0,-39.0,-18.0,-3.0,-25.0,7.0,-5.0,-31.4,7.6,139.0
1.0,0.0,-51.0,-4.0,-71.0,-11.0,-44.0,-8.0,-12.0,3.0,5.0,11.0,8.0,22.0,-28.0,-14.0,-32.0,-23.0,-62.0,-38.0,-10.0,-9.0,5.0,-7.0,-6.0,10.0,-22.6,4.4,140.0
1.0,0.0,-66.0,2.0,-46.0,-10.0,-30.0,-33.0,-59.0,19.0,-64.0,21.0,-33.0,16.0,-25.0,-8.0,-7.0,-19.0,5.0,-11.0,-29.0,2.0,-22.0,-12.0,-31.0,-15.0,-55.0,4.8,141.0
1.0,0.0,7.0,2.0,13.0,-11.0,0.0,-15.0,-31.0,-1.0,-33.0,-1.0,-36.0,25.0,6.0,-10.0,6.0,-2.0,-5.0,2.0,-5.0,-8.0,0.0,9.0,1.0,2.0,12.4,-3.6,142.0
1.0,0.0,68.0,3.0,59.0,9.0,95.0,8.0,3.0,2.0,-14.0,10.0,31.0,56.0,40.0,6.0,16.0,12.0,0.0,-4.0,19.0,9.0,38.0,26.0,83.0,24.0,47.2,-5.6,143.0
1.0,0.0,81.0,0.0,99.0,-2.0,108.0,18.0,79.0,-6.0,107.0,1.0,-4.0,-84.0,59.0,7.0,73.0,19.0,26.0,7.0,53.0,-1.0,47.0,-5.0,11.0,-12.0,64.6,-4.2,144.0
1.0,0.0,57.0,2.0,55.0,7.0,68.0,10.0,34.0,5.0,33.0,-6.0,53.0,-4.0,57.0,21.0,108.0,11.0,168.0,7.0,35.0,14.0,18.0,-3.0,1.0,-6.0,43.6,-4.8,145.0
1.0,0.0,62.0,-11.0,71.0,-3.0,41.0,-3.0,33.0,-10.0,30.0,-7.0,35.0,-12.0,66.0,-8.0,94.0,17.0,176.0,27.0,36.0,-11.0,14.0,16.0,3.0,6.0,48.0,-11.2,146.0
1.0,0.0,62.0,-5.0,78.0,-6.0,83.0,-8.0,105.0,14.0,123.0,27.0,116.0,195.0,59.0,13.0,36.0,-4.0,5.0,-7.0,90.0,16.0,54.0,6.0,19.0,14.0,60.2,15.0,147.0
1.0,0.0,60.0,1.0,44.0,4.0,44.0,4.0,78.0,-5.0,88.0,4.0,56.0,10.0,59.0,-3.0,24.0,-7.0,-11.0,11.0,78.0,0.0,142.0,-7.0,173.0,10.0,65.0,-1.8,148.0
1.0,0.0,59.0,-2.0,36.0,6.0,-4.0,11.0,77.0,-10.0,58.0,-24.0,66.0,-22.0,70.0,-1.0,29.0,10.0,8.0,3.0,78.0,-1.0,80.0,11.0,184.0,12.0,84.2,-10.0,149.0
1.0,0.0,72.0,13.0,81.0,13.0,97.0,22.0,79.0,0.0,70.0,5.0,94.0,-49.0,78.0,5.0,98.0,7.0,47.0,13.0,72.0,7.0,59.0,-3.0,-1.0,-7.0,73.2,7.8,150.0
1.0,0.0,37.0,2.0,23.0,0.0,22.0,-12.0,51.0,-5.0,55.0,-22.0,100.0,-115.0,18.0,-3.0,44.0,-9.0,125.0,-21.0,30.0,-9.0,17.0,-5.0,5.0,-5.0,39.8,4.6,151.0
1.0,0.0,37.0,-17.0,45.0,-18.0,36.0,-18.0,32.0,-3.0,26.0,2.0,8.0,4.0,43.0,-3.0,89.0,-12.0,114.0,-8.0,37.0,-2.0,9.0,2.0,-12.0,10.0,31.2,-3.8,152.0
1.0,0.0,15.0,-4.0,44.0,-3.0,74.0,-7.0,26.0,15.0,30.0,10.0,51.0,10.0,58.0,4.0,32.0,1.0,-6.0,19.0,59.0,6.0,75.0,-12.0,45.0,14.0,9.2,6.8,153.0
1.0,0.0,-10.0,2.0,-31.0,16.0,-18.0,15.0,24.0,6.0,53.0,8.0,45.0,-19.0,7.0,-6.0,-24.0,-16.0,17.0,-10.0,25.0,-5.0,46.0,-16.0,145.0,-54.0,-2.8,7.6,154.0
1.0,0.0,6.0,3.0,-5.0,0.0,-74.0,5.0,-4.0,-2.0,-14.0,-6.0,-41.0,-11.0,-24.0,-9.0,-5.0,-4.0,-2.0,-11.0,-21.0,-8.0,-52.0,-17.0,-142.0,-48.0,-5.0,1.6,155.0
1.0,0.0,-1.0,16.0,4.0,10.0,26.0,-3.0,-29.0,-2.0,-36.0,-24.0,-116.0,-8.0,-38.0,3.0,-35.0,-1.0,13.0,-5.0,-40.0,-3.0,-25.0,-4.0,-3.0,-14.0,-7.8,9.2,156.0
1.0,0.0,-20.0,6.0,-17.0,-2.0,-56.0,173.0,-44.0,16.0,-94.0,11.0,-136.0,192.0,-36.0,3.0,-85.0,4.0,-112.0,-8.0,-42.0,-2.0,-58.0,0.0,15.0,1.0,-42.4,7.8,157.0
1.0,0.0,-46.0,1.0,-43.0,0.0,-20.0,14.0,-86.0,-5.0,-106.0,12.0,-39.0,7.0,-42.0,-7.0,-54.0,-4.0,-159.0,17.0,-63.0,-5.0,-11.0,-9.0,-11.0,-7.0,-75.8,-15.8,158.0
1.0,0.0,-112.0,-5.0,-116.0,1.0,-92.0,-3.0,-83.0,2.0,-68.0,16.0,-85.0,8.0,-98.0,11.0,-79.0,10.0,-9.0,-7.0,-96.0,12.0,-108.0,10.0,-44.0,26.0,-94.4,-5.8,159.0
1.0,0.0,-55.0,-6.0,-54.0,-7.0,-97.0,-170.0,-60.0,0.0,-85.0,-3.0,-93.0,-176.0,-33.0,1.0,-4.0,5.0,-1.0,-3.0,-50.0,7.0,-125.0,18.0,-218.0,1.0,-55.0,-0.8,160.0
1.0,0.0,-14.0,1.0,-31.0,-3.0,-89.0,61.0,-74.0,-21.0,-55.0,-34.0,-102.0,39.0,-26.0,-6.0,-34.0,-8.0,0.0,-9.0,-61.0,-10.0,-52.0,-5.0,-124.0,21.0,-46.8,-1.6,161.0
1.0,0.0,-68.0,-5.0,-65.0,-16.0,10.0,-100.0,-77.0,-1.0,-55.0,-12.0,10.0,-99.0,-89.0,-5.0,-75.0,7.0,-47.0,35.0,-86.0,-4.0,-57.0,11.0,-3.0,-6.0,-73.0,2.8,162.0
1.0,0.0,-97.0,11.0,-74.0,18.0,-75.0,39.0,-45.0,6.0,-38.0,10.0,7.0,17.0,-101.0,16.0,-136.0,21.0,-218.0,-1.0,-58.0,13.0,-32.0,6.0,-12.0,12.0,-54.4,5.4,163.0
1.0,0.0,-106.0,-25.0,-101.0,-16.0,-88.0,-29.0,-42.0,-5.0,-20.0,2.0,0.0,7.0,-53.0,-18.0,-62.0,-34.0,-88.0,-39.0,-31.0,-12.0,3.0,-17.0,8.0,3.0,-78.8,-5.0,164.0
1.0,0.0,-89.0,2.0,-106.0,-7.0,-97.0,-12.0,-46.0,15.0,-28.0,19.0,-16.0,25.0,-62.0,3.0,-24.0,4.0,-6.0,9.0,-40.0,11.0,-40.0,15.0,-40.0,9.0,-63.6,4.4,165.0
1.0,0.0,-1.0,5.0,-12.0,0.0,-8.0,-4.0,-8.0,2.0,-24.0,12.0,-10.0,21.0,-1.0,-5.0,-7.0,-10.0,-6.0,-4.0,-8.0,-2.0,-16.0,-4.0,-28.0,11.0,11.2,-1.6,166.0
1.0,0.0,76.0,4.0,81.0,6.0,100.0,6.0,34.0,-20.0,18.0,-25.0,13.0,-10.0,48.0,0.0,30.0,11.0,-7.0,2.0,32.0,-7.0,31.0,-2.0,31.0,1.0,77.8,-7.2,167.0
1.0,0.0,80.0,8.0,108.0,12.0,105.0,14.0,44.0,3.0,44.0,23.0,86.0,48.0,72.0,4.0,60.0,6.0,19.0,9.0,53.0,2.0,28.0,9.0,5.0,-1.0,71.0,-15.4,168.0
1.0,0.0,58.0,-7.0,54.0,-17.0,74.0,-2.0,34.0,3.0,46.0,0.0,-51.0,-60.0,28.0,7.0,119.0,11.0,207.0,1.0,9.0,0.0,-4.0,8.0,-11.0,-2.0,40.6,-0.6,169.0
1.0,0.0,59.0,-10.0,77.0,0.0,41.0,-11.0,62.0,-10.0,79.0,-6.0,103.0,162.0,78.0,-4.0,64.0,-10.0,97.0,4.0,69.0,-1.0,45.0,0.0,5.0,3.0,51.6,-5.4,170.0
1.0,0.0,55.0,7.0,54.0,3.0,80.0,4.0,76.0,15.0,81.0,21.0,53.0,27.0,59.0,13.0,41.0,10.0,8.0,9.0,79.0,18.0,85.0,5.0,70.0,39.0,55.8,12.2,171.0
1.0,0.0,41.0,-1.0,36.0,2.0,41.0,6.0,57.0,-1.0,42.0,0.0,36.0,5.0,36.0,-10.0,7.0,-13.0,-16.0,-5.0,59.0,-12.0,124.0,-9.0,190.0,-27.0,45.6,4.4,172.0
1.0,0.0,75.0,10.0,30.0,12.0,-6.0,17.0,81.0,-8.0,83.0,-24.0,63.0,-6.0,68.0,8.0,37.0,20.0,14.0,14.0,65.0,6.0,44.0,7.0,89.0,8.0,85.0,-4.8,173.0
1.0,0.0,55.0,1.0,63.0,10.0,69.0,17.0,72.0,0.0,59.0,8.0,100.0,-56.0,63.0,-2.0,70.0,1.0,53.0,14.0,63.0,1.0,47.0,-5.0,5.0,2.0,63.8,2.2,174.0
1.0,0.0,25.0,-10.0,26.0,-4.0,10.0,-12.0,45.0,-3.0,41.0,-6.0,86.0,-109.0,19.0,0.0,70.0,-22.0,145.0,-28.0,32.0,-5.0,15.0,-6.0,12.0,-7.0,23.6,9.2,175.0
1.0,0.0,16.0,-8.0,31.0,-13.0,43.0,-16.0,24.0,11.0,51.0,-3.0,46.0,-14.0,38.0,-3.0,30.0,4.0,25.0,24.0,48.0,-3.0,51.0,-9.0,41.0,-6.0,-3.2,0.6,176.0
1.0,0.0,6.0,-1.0,4.0,4.0,13.0,-4.0,13.0,5.0,21.0,1.0,19.0,-5.0,19.0,-6.0,10.0,-16.0,18.0,-24.0,19.0,0.0,36.0,-21.0,98.0,-26.0,9.4,5.0,177.0
1.0,0.0,24.0,9.0,5.0,6.0,-28.0,18.0,-1.0,-1.0,-13.0,-5.0,-63.0,-23.0,2.0,-3.0,-20.0,-2.0,2.0,-23.0,-10.0,-9.0,-30.0,-6.0,-61.0,-46.0,14.0,2.0,178.0
1.0,0.0,33.0,19.0,46.0,4.0,23.0,112.0,-8.0,4.0,-42.0,-15.0,-151.0,127.0,-13.0,10.0,-4.0,4.0,-2.0,-5.0,-17.0,2.0,4.0,4.0,4.0,-3.0,6.8,9.0,179.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0
